L,P,a,Deflection
7.49448142616835,39.363552027744205,2.8949438279597284,1077.0218246676632
14.408571676918994,47.34356593750214,5.037537604443124,7646.721085511839
11.783927301736862,85.45473932021804,2.45740277405204,2829.171570718903
10.18390181036444,34.00043860598922,6.075104817436697,5119.08005747339
4.872223685309239,86.96496848121713,2.3336087557041583,969.5179168087124
4.871934244034431,8.813443097669149,4.039471190839833,253.50027872344762
3.6970033460183935,77.67984372086308,0.2916884711341943,11.895757279075312
13.394113749299223,84.75476330547363,8.431341922543982,31883.329511584267
10.213380140918506,18.181765283733874,7.523727238939347,3965.256904671154
11.496870933552547,43.03465323722004,8.433390702229762,13292.284061968166
3.2470139315496294,16.54997746636556,2.7517357605658375,145.98010407971807
14.638918225943932,70.66041289942177,10.336984722008518,42256.19479218595
12.98931168960506,53.534776806165674,11.495918256024504,32393.854232908994
5.548069328139314,63.5323346708321,1.9384451568494272,585.1108596232524
5.181899606485207,19.648696695621116,2.6059175911042844,287.7602402183324
5.200854118241206,21.17458620524195,0.3259463532035046,5.727737373628404
6.650906915514453,4.149732550990636,0.3741921847354022,1.895999993432331
9.297077179586854,32.20675351957297,2.4740820098693685,835.1235405742365
8.18334022370539,55.97446613336749,1.1516126432538172,289.49286760934183
6.4947496823765025,85.79349139973289,1.8457444134451668,859.2271279103848
10.342234736668553,66.69274474586807,2.1650327163426777,1503.757294220719
4.673926327824502,43.53963233997514,0.35366676185843515,12.405964528801041
6.505735782422618,95.31201143941378,5.649410059262312,7030.886174527524
7.3963421195243,71.92452005758318,0.4245560897176517,47.02664246200883
8.47283981060443,93.016520286255,6.0366774773031215,10949.639800625237
12.422111536716162,52.75879732721657,2.3221037960867292,1656.8468969528694
5.396085385900317,25.89042747931396,4.700026307966686,1095.0694533586288
9.170813260963339,5.282668636472199,7.827439020960801,1061.8836678168907
10.10897482634451,72.60848514838504,6.4546919461254,12035.945210682883
3.5574049526399727,12.130299800553413,2.3301384320829532,91.57098682614236
10.290538222817261,30.277512827196716,0.5639752912053781,48.645336482724026
5.046289484247499,53.24709078838974,4.7252667988844665,2063.4705004761245
3.780619115823354,56.441658777974766,3.175906605205705,774.801975583193
14.38662644704,60.0583196987136,12.309134332350826,46788.87528995095
14.587584396894712,16.625533034970065,9.384486010023975,8389.368919859397
12.700768177397533,37.97374048216488,4.576191375164231,4443.484715726229
6.655365230080449,61.71942271169667,5.685570593862657,4748.570543513851
4.172065368076606,96.98188646337847,1.3032081805367297,307.8139702934817
11.210796318145883,72.76311376996887,6.238139864358354,12927.949329152167
8.281829924875215,92.26037570939579,1.1574509523187815,487.9757809544282
4.464458818137346,76.2212058314177,3.927652589496644,1855.0026251353527
8.942122921335242,59.171696889240046,1.5800142094413014,621.5605408733398
3.4126622533826207,19.202336913634454,0.8613802685093677,22.26580307526468
13.911844824945385,66.66856518925131,7.683800460690399,22338.872374803017
6.105359779200203,62.337956595990704,4.503824392921885,2910.9101152057488
10.950267412247783,60.24691704572665,6.651369550527014,11638.516347715957
6.740532913072931,48.978586798824075,1.7452622971765155,459.4013584217955
9.24081625413373,52.86566039892756,0.46988384715142134,53.01647222607753
9.560523352119356,33.44425271181041,6.992906391295962,5911.782797774421
5.218253466306324,51.931269264230316,4.88786806243467,2226.419548033045
14.635015533174702,19.755590567847825,11.399532763240197,13908.167242874217
12.301593880333375,80.51743973603767,5.710227119860572,13649.736232347326
14.273987298770269,18.577695469870783,12.324025534168227,14342.214780623292
13.737928205131785,8.496628988946641,5.754308527762781,1662.7004200065342
10.174799745733022,43.62460263571574,5.315729255484978,5179.118793647529
14.062490820277402,65.83074395060619,6.741794217688468,17676.317270101823
4.0619100246230335,43.771682493354135,1.8394826073077637,255.39725400639395
5.351794349029742,27.67541319513086,4.001385138125916,890.2145423778908
3.542727466926457,55.817118389044076,1.8567151822021413,281.30599221951144
6.903963969159172,34.700233541219994,2.313141437448051,569.3428276059907
7.664127476273784,93.28676901266331,2.163907769191943,1516.3650281978846
6.256188381286751,92.2645139603572,0.5253483123171021,77.42470347414634
12.944850109823152,50.23718199720955,7.441679065306229,14556.163720250172
7.281039920323071,32.78839940182585,1.8709744171181875,382.0580744748977
6.371214116248569,73.71324139566391,1.1679743473538686,300.76029079858444
9.512352997898981,3.671294348306664,6.073132924774102,506.96641554837385
4.691090699697152,47.47690060436513,3.110607507507698,839.33951124102
