L,P,Deflection
7.49448142616835,39.363552027744205,86.3013948068667
14.408571676918994,47.34356593750214,737.602756833377
11.783927301736862,85.45473932021804,728.2912441181297
10.18390181036444,34.00043860598922,187.03629924574454
4.872223685309239,86.96496848121713,52.38714986778178
4.871934244034431,8.813443097669149,5.308216533197582
3.6970033460183935,77.67984372086308,20.4435656568389
13.394113749299223,84.75476330547363,1060.7299592164377
10.213380140918506,18.181765283733874,100.88888168578482
11.496870933552547,43.03465323722004,340.60894323546336
3.2470139315496294,16.54997746636556,2.950860194943829
14.638918225943932,70.66041289942177,1154.5211586655653
12.98931168960506,53.534776806165674,611.0731227319989
5.548069328139314,63.5323346708321,56.50920848943375
5.181899606485207,19.648696695621116,14.239656215181713
5.200854118241206,21.17458620524195,15.514497718934445
6.650906915514453,4.149732550990636,6.358599734114456
9.297077179586854,32.20675351957297,134.7984907442298
8.18334022370539,55.97446613336749,159.7645989865047
6.4947496823765025,85.79349139973289,122.41661468625279
10.342234736668553,66.69274474586807,384.25589118520196
4.673926327824502,43.53963233997514,23.154164610934675
6.505735782422618,95.31201143941378,136.68966214131936
7.3963421195243,71.92452005758318,151.5747001991246
8.47283981060443,93.016520286255,294.67673335449604
12.422111536716162,52.75879732721657,526.7201482920876
5.396085385900317,25.89042747931396,21.187242240016296
9.170813260963339,5.282668636472199,21.2214811395074
10.10897482634451,72.60848514838504,390.66768813121075
3.5574049526399727,12.130299800553413,2.8442660794725767
10.290538222817261,30.277512827196716,171.84355101175723
5.046289484247499,53.24709078838974,35.63782061888721
3.780619115823354,56.441658777974766,15.885003611303787
14.38662644704,60.0583196987136,931.4270583478482
14.587584396894712,16.625533034970065,268.79704780749597
12.700768177397533,37.97374048216488,405.2025003496656
6.655365230080449,61.71942271169667,94.76245578203942
4.172065368076606,96.98188646337847,36.68113049704075
11.210796318145883,72.76311376996887,533.973167033276
8.281829924875215,92.26037570939579,272.9561682896869
4.464458818137346,76.2212058314177,35.32490886315472
8.942122921335242,59.171696889240046,220.36098336835644
3.4126622533826207,19.202336913634454,3.9749601874879588
13.911844824945385,66.66856518925131,934.9191473469691
6.105359779200203,62.337956595990704,73.88990658472774
10.950267412247783,60.24691704572665,412.0100166003379
6.740532913072931,48.978586798824075,78.12458480319226
9.24081625413373,52.86566039892756,217.27183753402906
9.560523352119356,33.44425271181041,152.2177392744376
5.218253466306324,51.931269264230316,38.43290562966926
14.635015533174702,19.755590567847825,322.52868903744707
12.301593880333375,80.51743973603767,780.679695616035
14.273987298770269,18.577695469870783,281.40157819276675
13.737928205131785,8.496628988946641,114.73849616008944
10.174799745733022,43.62460263571574,239.3359109227355
14.062490820277402,65.83074395060619,953.4859331067024
4.0619100246230335,43.771682493354135,15.278577060046764
5.351794349029742,27.67541319513086,22.09485393474436
3.542727466926457,55.817118389044076,12.926454340628291
6.903963969159172,34.700233541219994,59.473940985902374
7.664127476273784,93.28676901266331,218.7293094758617
6.256188381286751,92.2645139603572,117.6692327480739
12.944850109823152,50.23718199720955,567.5643642718711
7.281039920323071,32.78839940182585,65.91727182837774
6.371214116248569,73.71324139566391,99.29122799632411
9.512352997898981,3.671294348306664,16.458181674763882
4.691090699697152,47.47690060436513,25.527167051837623
12.626363769048476,33.63233942703335,352.606846483125
3.89460772415725,92.05358851025547,28.32243945315594
14.842643239206208,1.2003027272682543,20.441996544307077
12.26693723155989,55.28148757183491,531.4799939753739
5.384588178410069,74.0663581066626,60.22506010491636
3.066265405483229,48.50179875240413,7.282589760410197
12.78553714145801,8.540303016272166,92.96703620910415
11.482288126171404,97.24613900279022,766.7547234934021
11.748086016491847,51.801043137609796,437.46028308272633
12.25524416023135,61.41862443190114,588.7958781298292
3.8885358208090843,23.660978270750732,7.245857353142217
7.301588742531271,48.34980851068038,98.02698233234752
4.390428714301557,42.914949195832186,18.91595029890699
13.357241110507122,7.489584200198374,92.96228183364052
10.479577521930695,10.616035354746723,63.6344729606596
6.97077629823179,83.74725196187745,147.7449937832028
3.7627002034322836,23.981995220659023,6.654002107097928
6.731787860587946,19.495827149863054,30.976454063464704
6.9021998643209646,50.49114512501392,86.47221512756222
11.75527414005677,76.87471313625129,650.4000474089491
10.650689656262557,6.194651857898792,38.980631078398496
13.646552910915918,57.680791963825584,763.4821295130172
8.666579101943391,11.921044284057336,40.41626611470054
4.43513095125962,3.6461050825618457,1.6567130540014479
11.558937446675941,5.274395216221739,42.42532525736089
12.12942058340277,83.41641082084413,775.3011652133297
9.735326370833954,11.797248362806156,56.693209064373555
12.251606159454731,4.515136441229195,43.246277671976664
8.925547156372689,43.789988714291226,162.17285077888144
9.272793952583928,84.39934719420248,350.4852031412152
8.130492220302596,26.240837648930192,73.45595026422187
3.3050295209291423,42.17126175259164,7.929419518729542
4.294697123919653,3.9922532563751223,1.6470791866184384
3.377150228240811,44.907851413487585,9.008908762510996
10.636924935165364,57.761308063713365,362.06294057371133
6.77227177291592,57.090705375214476,92.35646774456978
9.102848293976432,33.242669217436514,130.59500737764645
13.890797687113116,31.55331806631355,440.4791589152772
5.991506749786499,10.662361893659789,11.94429026710229
7.924595076427557,36.67983206462684,95.07303340799541
12.066613662516584,9.949466887296465,91.04472881302485
5.7455779858994696,76.65959447120517,75.7297390237009
3.923758917945516,96.62742977481858,30.402279433127333
