L,w,Deflection
7.49448142616835,19.681776013872103,336.5347551690302
14.408571676918994,23.67178296875107,5529.858035983014
11.783927301736862,42.72736966010902,4465.454441037415
10.18390181036444,17.00021930299461,991.0843623542313
4.872223685309239,43.482484240608564,132.80747185562396
4.871934244034431,4.406721548834574,13.456142199683125
3.6970033460183935,38.83992186043154,39.3257495095018
13.394113749299223,42.377381652736815,7392.466032211867
10.213380140918506,9.090882641866937,536.1463136177249
11.496870933552547,21.51732661861002,2037.5403706387026
3.2470139315496294,8.27498873318278,4.985437839711865
14.638918225943932,35.330206449710886,8793.897533616357
12.98931168960506,26.767388403082837,4129.997987441253
5.548069328139314,31.76616733541605,163.12916875842257
5.181899606485207,9.824348347810558,38.39361615778622
5.200854118241206,10.587293102620976,41.98391282865456
6.650906915514453,2.074866275495318,22.00456951677958
9.297077179586854,16.103376759786485,652.081659744368
8.18334022370539,27.987233066683746,680.2705665715683
6.4947496823765025,42.89674569986644,413.68836094878884
10.342234736668553,33.346372372934034,2067.7853059844533
4.673926327824502,21.76981616998757,56.309477653455204
6.505735782422618,47.65600571970689,462.7033149459662
7.3963421195243,35.96226002879159,583.3298879238558
8.47283981060443,46.5082601431275,1299.1083135673568
12.422111536716162,26.379398663608285,3404.4414964322245
5.396085385900317,12.94521373965698,59.48723248764859
9.170813260963339,2.6413343182360993,101.26376297577696
10.10897482634451,36.30424257419252,2054.873668831932
3.5574049526399727,6.065149900276706,5.26470506962172
10.290538222817261,15.138756413598358,920.1144436578005
5.046289484247499,26.62354539419487,93.57370330692419
3.780619115823354,28.220829388987383,31.247894767523924
14.38662644704,30.0291598493568,6972.336468388584
14.587584396894712,8.312766517485032,2040.2265545531238
12.700768177397533,18.98687024108244,2677.7660139253217
6.655365230080449,30.859711355848336,328.1547689320523
4.172065368076606,48.490943231689236,79.62773013221997
11.210796318145883,36.381556884984434,3114.7731003947697
8.281829924875215,46.130187854697894,1176.223197114889
4.464458818137346,38.11060291570885,82.05789856676446
8.942122921335242,29.585848444620023,1025.287958580111
3.4126622533826207,9.601168456817227,7.058243089989181
13.911844824945385,33.334282594625655,6767.516116948433
6.105359779200203,31.168978297995352,234.72908097905403
10.950267412247783,30.123458522863324,2347.4860446697967
