L,w,Deflection
7.49448142616835,19.681776013872103,161.69605010812103
14.408571676918994,23.67178296875107,2656.9505477316907
11.783927301736862,42.72736966010902,2145.5327687948834
10.18390181036444,17.00021930299461,476.1898266231508
4.872223685309239,43.482484240608564,63.8104780979128
4.871934244034431,4.406721548834574,6.465320475708758
3.6970033460183935,38.83992186043154,18.894982659470035
13.394113749299223,42.377381652736815,3551.884432758623
10.213380140918506,9.090882641866937,257.60412516226785
11.496870933552547,21.51732661861002,978.984264797962
3.2470139315496294,8.27498873318278,2.3953710407594673
14.638918225943932,35.330206449710886,4225.235207956813
12.98931168960506,26.767388403082837,1984.3548140765552
5.548069328139314,31.76616733541605,78.37925159441428
5.181899606485207,9.824348347810558,18.44711723448369
5.200854118241206,10.587293102620976,20.172159838491
6.650906915514453,2.074866275495318,10.57261373615255
9.297077179586854,16.103376759786485,313.3079930352322
8.18334022370539,27.987233066683746,326.85201730260627
6.4947496823765025,42.89674569986644,198.76631733778675
10.342234736668553,33.346372372934034,993.5161563962816
4.673926327824502,21.76981616998757,27.05521489345749
6.505735782422618,47.65600571970689,222.3167065200099
7.3963421195243,35.96226002879159,280.2745848342634
8.47283981060443,46.5082601431275,624.18718940621
12.422111536716162,26.379398663608285,1635.7441076799971
5.396085385900317,12.94521373965698,28.582042054720457
9.170813260963339,2.6413343182360993,48.654560162869466
10.10897482634451,36.30424257419252,987.3124561961541
3.5574049526399727,6.065149900276706,2.529551559435405
10.290538222817261,15.138756413598358,442.0906575077839
5.046289484247499,26.62354539419487,44.959689857647305
3.780619115823354,28.220829388987383,15.013787076954529
14.38662644704,30.0291598493568,3350.023287778955
14.587584396894712,8.312766517485032,980.2749051319975
12.700768177397533,18.98687024108244,1286.5957554607364
6.655365230080449,30.859711355848336,157.6696883322053
4.172065368076606,48.490943231689236,38.259018552150586
11.210796318145883,36.381556884984434,1496.5661037413367
8.281829924875215,46.130187854697894,565.1441406802011
4.464458818137346,38.11060291570885,39.426650218502296
8.942122921335242,29.585848444620023,492.62375008653856
3.4126622533826207,9.601168456817227,3.391299147634715
13.911844824945385,33.334282594625655,3251.6125254403214
6.105359779200203,31.168978297995352,112.78111593781425
10.950267412247783,30.123458522863324,1127.904964574587
6.740532913072931,24.489293399412038,131.65033379651868
9.24081625413373,26.43283019946378,501.94228196248974
9.560523352119356,16.722126355905203,363.82031273501906
5.218253466306324,25.965634632115158,50.13816075556136
14.635015533174702,9.877795283923913,1180.0530934893777
12.301593880333375,40.25871986801884,2400.901141522684
14.273987298770269,9.288847734935391,1004.1806382443652
13.737928205131785,4.248314494473321,394.06730565302445
10.174799745733022,21.81230131785787,608.7987414003576
14.062490820277402,32.915371975303096,3352.0967953941595
4.0619100246230335,21.885841246677067,15.51505133054487
5.351794349029742,13.83770659756543,29.561778607650606
3.542727466926457,27.908559194522038,11.448726210628642
6.903963969159172,17.350116770609997,102.65148641764223
7.664127476273784,46.64338450633166,419.0923276550859
6.256188381286751,46.1322569801786,184.0402216883566
12.944850109823152,25.118590998604773,1836.7589057941095
7.281039920323071,16.394199700912925,119.9865719053014
6.371214116248569,36.85662069783196,158.15141835745882
9.512352997898981,1.835647174153332,39.13900844847657
4.691090699697152,23.738450302182564,29.937563986622752
12.626363769048476,16.816169713516675,1113.0355777882419
3.89460772415725,46.02679425512773,27.576197865309293
14.842643239206208,0.6001513636341271,75.85331545105902
12.26693723155989,27.640743785917454,1629.907931481435
5.384588178410069,37.0331790533313,81.07178667124212
3.066265405483229,24.250899376202064,5.582588261168046
12.78553714145801,4.270151508136083,297.1583735956932
11.482288126171404,48.62306950139511,2201.024664313532
11.748086016491847,25.900521568804898,1284.8302586136854
12.25524416023135,30.70931221595057,1803.95931175472
3.8885358208090843,11.830489135375366,7.043943967541602
7.301588742531271,24.17490425534019,178.9381776655451
4.390428714301557,21.457474597916093,20.76228283765559
13.357241110507122,3.744792100099187,310.4299031587131
10.479577521930695,5.308017677373361,166.71559811460875
6.97077629823179,41.873625980938726,257.47432521158834
3.7627002034322836,11.990997610329512,6.259253770504055
6.731787860587946,9.747913574931527,52.13172935712297
6.9021998643209646,25.24557256250696,149.21212788024832
11.75527414005677,38.437356568125644,1911.407714499529
10.650689656262557,3.097325928949396,103.79265105532141
13.646552910915918,28.840395981912792,2604.7248192345373
8.666579101943391,5.960522142028668,87.56769182206163
4.43513095125962,1.8230525412809229,1.8369348357894184
11.558937446675941,2.6371976081108697,122.59792020117885
12.12942058340277,41.70820541042207,2350.988477918678
9.735326370833954,5.898624181403078,137.98172331289962
12.251606159454731,2.2575682206145977,132.45909047486973
8.925547156372689,21.894994357145613,361.87035677757444
9.272793952583928,42.19967359710124,812.4942680395026
8.130492220302596,13.120418824465096,149.3082580395476
3.3050295209291423,21.08563087629582,6.5517413983082236
4.294697123919653,1.9961266281875611,1.7684265614095322
3.377150228240811,22.453925706743792,7.606109570878664
10.636924935165364,28.880654031856682,962.8090801719513
6.77227177291592,28.545352687607238,156.36577488819236
9.102848293976432,16.621334608718257,297.1966350273621
13.890797687113116,15.776659033156776,1529.6517204704658
5.991506749786499,5.331180946829894,17.89107393918814
7.924595076427557,18.33991603231342,188.35382311150826
12.066613662516584,4.9747334436482324,274.6503921488407
5.7455779858994696,38.329797235602584,108.77778035312195
3.923758917945516,48.31371488740929,29.82280376290123
6.477017434965216,48.503722833335345,222.3023806206945
4.934655447048053,43.25355496876969,66.79099607122312
14.156371828110878,30.039607466980954,3141.7445746374638
